Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aer Lingus,8,"""Economy Flex offered lounge access""",12th September 2024,True,"  Our second leg on this plane. The first was from Manchester to Belfast. There is no business class available for this flight but Economy Flex offered lounge access. We were allocated row 1 A&C which sounds great until you realise that the only passenger door, aside from emergency exits is at the rear of the plane. Consequently, we were almost the first onboard but the last off. Not such a big deal as the aircraft has only 72 seats. There is a trolley service on this one hour flight but we didn't bother, there seemed little point in paying for overpriced snacks and drinks. No IFE or Wi-fi on these flights. Cabin crew of two were pleasant and professional and that is about all you can say.",ATR72,Couple Leisure,Economy Class,Belfast City to Manchester,September 2024,1.0,1.0,,1.0,,,1.0,yes
Aer Lingus,1,"""never fly with Aer Lingus again""",4th September 2024,True,"  This airline is still living in the 20th century. Their app doesn’t display changed bookings, the app displays incorrect boarding & gate closure times, and the app doesn’t display your gate at all. That’s just the tip of the iceberg. Our first flight out of Chicago was delayed by an hour. They first said it was due to sanitizing the plane, but the pilot later admitted the aircraft had brake issues. Fine. We got to our layover late due to this (again, fine - these things happen). But there were no Aer Lingus personnel to be found anywhere near our gate that just closed to our connecting flight around 8am local time. We walked down past several gates and found an Aer Lingus gate agent that was just standing there. She asked us to wait so she could walk us to claim our baggage and take us through security again. 25 minutes passed before she called us to follow her. This was a red flag - a normal airline would have had us booked on the next flight immediately. Anyway, she walked us through some doors and asked us to wait there for her. She never came back! After 1/2 hour, we took it upon ourselves to find our luggage and go through customs to do so. Only one of our checked bags was found, and they had transferred it to our new flight that was already booked. Remember, this agent had us waiting around and walking all around the airport for no reason. We finally got on our next flight and landed in Rome another hour later than the rebooked flight was supposed to land! What a terrible experience. And not only that, but our three hour flight from Dublin to Rome didn’t even include a complimentary snack or water! Everything was at a cost. My God, What terrible service. We then spent hours at the luggage help desk and on the phone with Aer Lingus in an attempt to get our lost luggage. Their call center was clearly overseas and they were pretty useless. Luckily we had an AirTag in our luggage so we knew it made it to Rome. We sent proof of this to Aer Lingus per their request and they said they’d find it and send it to our resort. We called daily for updates, and each agent knew less than the previous. Luggage never arrived. We bought all new clothing. At the end of our trip, we asked a Rome airport agent (not Aer Lingus, just an airport agent) if we could check the lost baggage area. She let one of us in and we found it immediately. Needless to say, we’ll never fly with Aer Lingus again. Horrible, horrible airline.",A330,Couple Leisure,Economy Class,Rome to Dublin,August 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,1,"""my worst travel experience""",27th August 2024,True,"  On August 24, 2024, my Daughter and I attempted to travel from Amsterdam to Seattle via Dublin. The flight, EI605, was scheduled to depart Amsterdam at 1:15 pm. We arrived at the Aer Lingus counter to check in at 10:30 am. There were already 25-30 people in front of us waiting in line and no gate agent insight. By 11:30 am, there were at least 200 people waiting in line to check in. When I called the Aer Lingus number for the Netherlands and asked where the gate agents were I was told, “They usually show up 45 minutes before the flight departs”. At 11:32 a single gate agent showed up and started checking people in. 20 minutes later, a British Airways gate agent who had finished checking people for a British Airways flight next to us, walked over to an empty counter and started helping. By the time a third gate agent arrived it was 45 minutes before the scheduled departure time and there were still dozens of people waiting in line. Everyone was extremely anxious at this point because there was til the airport security line to get through. We arrived at the departure gate at 1:30 pm. Once onboard someone announced that the airline had decided to delay the departure so that all passengers could make the flight. Due to the delay, we missed our connecting flight to Seattle in DUblin. We arrived at gate #418 in Dublin, a gate agent was still present. She told us since we missed the flight we would have to go back to baggage claim, pick up our bags and proceed to a ticket counter to book another flight. She neglected to tell us we had to be escorted by an Aer Lingus employee to baggage claim. After about 30 minutes of looking for some help we finally met a very helpful woman named Loraine. She was kind enough to escort us and others in the same predicament to baggage claim. After retrieving our bags we went to the Aer Lingus “Ticket Assistance” counter. There a gentleman named Sean described our travel options, booked a flight for the following day and told us Aer Lingus would pay for a night in a local hotel as well as dinner. When we arrived at the Carlton Dublin Airport hotel, the people working the front desk told us the hotel was completely booked. When I asked if there were other hotels nearby I was told, “We’re a 4 star hotel, we only deal with other 4 star hotels and they’re all booked full as well”. We caught a ride back to the airport. When we arrived back at the Ticket Assistance counter and told our friend Sean what had happened he disappeared into a back office for a few minutes. When he returned he said, “Since all of our contracted hotels are booked, your only option is to obtain your own lodging and send us the receipt for reimbursement”. I called at least a dozen local hotels without success. By this time it was 6:30 pm and our flight to Seattle was scheduled to leave in 12 hours. We decided to spend the night in the terminal. To add insult to injury, when we arrived in Seattle my Daughter’s suitcase somehow failed to make the flight. We’re still waiting for it. I have been a professional pilot since 1987. This was by far my worst commercial airline travel experience ever. ",Airbus 320,Family Leisure,Economy Class,Amsterdam to Seattle via Dublin,August 2024,1.0,1.0,1.0,1.0,,,1.0,no
Aer Lingus,3,“staff were not friendly at all”,3rd August 2024,True,This is honestly one of the worst airlines to fly with. The boarding took forever to start. We were flying at 17:30 and we were already late boarding. This was the same for our flight from Dublin to Toronto. The food was absolutely garbage and the staff were not friendly at all.,,Family Leisure,Economy Class,Toronto to Dublin,August 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,3,"""two of our bags failed to arrive""",3rd August 2024,True,"  Aer Lingus is not a 4 star airline. We chose this airline because we assumed by its rating here we would receive a good standard of service. It is important to us, as we were travelling with a physically challenged passenger. The actual onboard product was ok. They used older planes, but clean and functional. They had fairly good food and ok in-flight entertainment — would give it a better rating if the sound was improved. Their strength was their cabin crew. They were very good. Friendly & attentive. Where is all unravels for these guys, however, is their customer support & communication. Like mentioned, we traveled with a passenger that requires special assistance. I had communicated all the special needs months ahead of schedule, yet upon arrival at airport I learnt not all the information had been passed on. This is not totally abnormal unfortunately, but in this case, I couldn’t even call regarding the matter. I was reliant on an extremely slow & disorganised email service. In fact, we have already returned from our 3 week trip and some of the emails still haven’t been answered! Thankfully the cabin crew were able to help us when onboard, yet even they were frustrated with the lack of communication. On this trip two of our bags failed to arrive in Toronto and a bag was missing on return. It took 7 days to be reunited with one of our bags in Toronto, and when we got it, it was wet inside. In that process, the airline blamed Canadian customs. Canadian customs explained it was a typical ruse for an airline to blame them when they made a mistake. On this return leg, we have been waiting 4 days. There no real way to contact them to find out what the updates are. All we know is that it was loaded into a container in Dublin. As there are at least 2 Aer Lingus flights to Amsterdam per day, I can’t imagine what they are not doing. Possibly waiting for it to get totally soaked again?",A330-200 / A320,Family Leisure,Economy Class,Amsterdam to Toronto via Dublin,July 2024,1.0,1.0,1.0,1.0,1.0,,1.0,no
Aer Lingus,1,"""six days getting reunited with our luggage""",24th July 2024,True," Day 1 - 10 AM : upon landing in Lyon (France) after flying from Toronto (Canada) through Dublin (Ireland), we find out our checked luggage are missing. Report and destination address submitted immediately through the kiosk, and confirmed with relevant luggage agent onsite. Are assured our luggage would get sent directly to airport closest to our destination (Turin, Italy) and delivered to our door, with a likely turnaround of 24 to 48 hours. Day 3 - 6 PM : our luggage lands in Turin (Italy), after flying through Lyon (France) and Frankfurt (Germany). That route contradicts what the onsite luggage agent had told us and added one extra unnecessary day to the initial delay. Day 5 - 5 PM : Turin Airport Lost and Found office advises our luggage is now in their possession (at this stage, it had already been in Turin Airport for nearly 48 hours), and notifies that we would have to fill in a customs form to allow them to proceed with our luggage shipping to our final destination, with an estimated delivery time of an additional 24 to 48 hours. At this stage, it could mean a full week for Aer Lingus to gets us reunited us with our luggage after they have located them (in Dublin airport) and were provided with our destination address. What took them an additional two days, adding to the previous unnecessary delay. Day 6 - 2 PM : we retrieved our luggage from Turin Airport Lost and Found office, despite the 3.5 hour drive involved. When asked how long they have been in Turin Airport, Sagat Handling claim “they don’t know, and are too busy to find out”. To summarise, my partner and I waited six days before getting reunited with our luggage, while anyone could fly from Dublin to Turin and back in a single day. After the sequence of mishaps and miscommunications that led to this outcome, you would expect some acknowledgement from the airline. I unfortunately had further opportunities to test Aer Lingus poor customer service tools and processes (offering no visibility on case history, status and next steps) and interest (simply receiving standard replies and templates - not addressing our case specifics), and escalated the saga to the highest executive level at Aer Lingus. Despite multiple attempts, none of them showed more professionalism or interest in customer experience satisfaction. How does that align with your mission statement (“Our mission is to make every journey count. We do this with care and consideration for people and planet”), ",,Couple Leisure,Economy Class,Toronto to Lyon via Dublin ,July 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,7,"""Seats are comfortable""",13th July 2024,False,"  Aer Lingus is the airline I have flown on the most in my life and the majority of my flights have been top notch. Seats are comfortable, aircraft are clean, food is good, flights have been on time and staff have been friendly. I was flying from Faro to Dublin on an A330-202 on the 10th July 2024. The aircraft is 22 years old so I knew the cabin was going to be a bit aged. However the IFE was quite outdated and my seat felt thin. The IFE had no modern headphone jack, still had physical buttons on it and used the old Aer Lingus shamrock on the screen.  One re-occurring issue I have with Aer Lingus is with the IFE system's map. It is primitive and is completely un-interactive.  Apart from this the IFE is great. It is fast and has a good choice of movies, TV shows, audio, info and games. ",A330-202,Family Leisure,Economy Class,Faro to Dublin,July 2024,1.0,1.0,1.0,1.0,1.0,,1.0,yes
Aer Lingus,2,"""being difficult about reimbursement""",25th June 2024,True," We flew from Cleveland, OH to Chicago, IL then Chicago to Dublin and finally to Glasgow. We had the most amazing flight attendant on our way from Chicago to Dublin (Casey-Jade)! When we got to Dublin we found out our flight to Glasgow was delayed twice for 3+ hours. We had issues at the airport from Aer Lingus on what gate to be at, making us go back and further from two gates that were rather far apart. When we were boarding the plane on the tarmac I saw our luggage out on the tarmac to be loaded onto the plane. After boarding the flight, my mom could see from her window that our luggage wasn’t being loaded onto the plane and then the baggage carrier loaded our bags back onto his car to drive away. My mom brought this to the flight attendants attention. Others on the plane then notices the same thing happening to their bags. We asked the flight attendant to do something about this but neither did and the male flight attendant was rude when speaking to us. After continued questioning, the male flight attendant did open the door and asked the man on the ground if all bags for were loaded on the plane, he said yes. Obviously, the baggage carrier on the ground wouldn’t think he missed bags to load. This was all either flight attendant did to help prevent our bags from not making it to our final destination. While the male flight attendant was visibly mad and spoke to us in a very aggressive manner the whole time. We then arrived in Glasgow, without our luggage. We were 2 of 8 passengers who’s luggage weren't loaded onto that flight. We filed the claim at the desk. I explained to the representation that my mom and I were on a guided tour trip and we would be moving from one hotel to the next each day – we would not be at the same hotel for the first 3 or 4 days of our trip. I called to speak to a representative later that day to see if our bags made it on one of the multiple other flights out of Dublin to Glasgow that day. The person I spoke with could not answer this. I asked for a supervisor and was told they needed to call me back. Conversations like this went over for an additional 2 days. I had explained to every single person I spoke with the severity of our situation and urgency in which we needed to get our luggage. I got the run around from every customer service representative and supervisor from the lost baggage team. I could never get a clear answer on what was happening, where my bags were or when they would arrive. No one seemed to care, at all. It was an awful experience and feeling. I finally saw by checking the online form that our bags were picked up. They were picked up by Aviation Operations. They weren't delivered that day. I called Aer Lingus’s customer service again and couldn't get an answer as to why they were not delivered or when they would be. So I reached out to Aviation Operations myself. They initially informed me that they would be delivered the next day which would then put us at a different location, again. After more communication, they told me that having my request upgraded to ‘express’ could get them there the same day. I was appalled to hear that after everything I had communicated to the customer service front line and supervisors that NO ONE had marked this as express already. We did finally get our bags due to my persistent effort but now Aer Lingus is being difficult about reimbursement for all of these issues.",,Family Leisure,Economy Class,Chicago to Glasgow via Dublin,June 2024,1.0,1.0,1.0,1.0,1.0,,1.0,no
Aer Lingus,1,"""passport was about to expire in October""",25th June 2024,False,  Very disappointed with Aer Lingus. My flight was on the 22nd June to Turkey. Supposed to be flying with my partner and 4 kids but unfortunately myself and 3 kids had to stay behind and only 2 people make the trip. I have made a check in over 2 weeks ago and there was no problem whatsoever with the passports I have made the check in both ways for all the group. We were at the airport and we done everything as we  supposed to do. Went through all the gates and security's till we got to the final check right before thy were letting people on the plain. My sons passport was about to expire in October so he wasn't allowed to go and so myself and all 3 kids had to stay behind. That was nightmare. Trying to explain little children that holiday is now not happening. We had to get back to the airport and collect our suitcase. Which wasn't easy either as you can imagine.,,Family Leisure,Economy Class,Dublin to Turkey,June 2024,1.0,,,1.0,,,1.0,no
Aer Lingus,1,“quite rude and unhelpful”,10th June 2024,False,I recently flew from Malaga to Dublin with  Aer Lingus on May 16th. Unfortunately after landing I discovered my suitcase had been badly damaged. There were pieces broken off it and scratches all over it. I tried to search the website to see how to lodge a baggage complaint but it’s very difficult to find what to do. So I tried to contact their customer service on May 18th but I could only get a chat bot. I explained everything and this chat bot said someone would contact me as soon as possible. I waited for a phone call or email but nothing came. So on May 27th I called the customer service team and got speaking to a man who told me you have to search for after flight services and then he told me what to do to lodge a baggage complaint. So I did this and I received back a reply stating that I didn’t lodge the complaint in the correct manner within seven days so my claim was void. I explained how I was waiting as I was told someone would contact me however this fell on deaf ears. On May 31st I called customer service again as nobody was replying in my claim. They were quite rude and unhelpful so I asked for a supervisor to contact me which I was told would happen in a few days. I called back on June 5th as nobody rang me. I was told a supervisor would contact me within 24-48 hours. I again called back today (June 10th) as nobody called me. The guy I spoke with today told me the other agents forgot to put a request in for a supervisor to call me but he has done now and one will call me within 24 hours. I feel like this is awful customer service and that Aer Lingus policy seems to be to ignore the customer who has a complaint and hopefully they will just stop calling. The worst service I have ever received.,,Family Leisure,Economy Class,Malaga to Dublin,May 2024,1.0,1.0,1.0,1.0,1.0,,1.0,no
Aer Lingus,1,"""broke the wheels off our luggage""",3rd June 2024,False,"  My wife and i flew Aer Lingus on the 12 of May 2024 out of Seattle to Dublin. Worst flight we have ever had. Flight crews were verging on being down right rude and acted like they didn't even want to be there. Not a smile or happy employee on the entire plane. Couldn't understand any announcements from the flight deck the speaker system was so bad. The food was just barely edible and breakfast was just awful. Cold sandwich of some kind. I asked for some extra sugar for coffee and you would have thought it was asking for gold. I hoped the return flight would be better. It was not. We received the same treatment on our return flight on the 24th May out of Dublin to San Francisco. We also booked a flight through Aer Lingus to Scotland from Dublin and back to Dublin one week later, on their connector airline called Emerald Air. On the return to Dublin emerald air broke the wheels off our luggage and split the cases beyond repair, not just one but 2 of them. Filed a claim with Aer Lingus and still have heard nothing from them about the damage. Never fly with Aer Lingus or their partner Emerald air, Its just not worth the money at any price.",A330-300,Couple Leisure,Economy Class,Seattle to Dublin ,May 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,3,"""not part of any alliances""",20th May 2024,True," Comment on Lounges is based on one lounge in Dublin airport and even that when compared to one world or Star alliance lounges offers the very minimal in refreshment. Call centre for any support is based in Bulgaria and they offer no support just refer to web forms which are ignored. Aer Lingus is not part of any alliances such as one world or star alliance so offer none of the benefits of other airlines owned by IAG, it's a simple point to point airline. Their loyalty club Aer Club offers no benefits such a express security lanes etc when in other non Dublin airports or across Europe and only budget lounge access. Water is not free on flights, Wifi is capped and only available on transatlantic flights.",A320,Business,Economy Class,Shannon to London,April 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,7,"""10 kg of luggage can be checked in""",15th May 2024,True," Aer Lingus is probably not a low cost airline, but that is probably the case when it comes to on-board service. Check-in was quick and easy. The flight was on time and the luggage was delivered very quickly. What's good is that 10 kg of luggage can be checked in with no extra charge.",A320,Couple Leisure,Economy Class,Frankfurt to Dublin,May 2024,1.0,1.0,1.0,1.0,,,1.0,yes
Aer Lingus,1,"""my flight is cancelled""",6th April 2024,False,  I booked the ticket 10 days ago I called the airline yesterday as i was unable to do the check in online. They said i can do it online I came to airport 3 hours before my flight and i was surprised by the fact that my flight is cancelled by the storm. They didn't bother to send email tell us that. It was a bad experience for me and my kids. I came with uber and i spend 80pound going and coming back to and from airport. No costumer service to help and guide in the airport. .,,Family Leisure,Economy Class,Manchester to Belfast,April 2024,1.0,,,1.0,,,1.0,no
Aer Lingus,2,"""way back from Rome was awful""",2nd April 2024,False," My way back from Rome was awful. I filed a complaint and called. I heard nothing.  When leaving Rome 3.27.24 they held up the flight calling people to the front to ""see our passports one more time"". Then we got on a bus that took 45 minutes. Very hot crowded bus. We get to the plane and are left on the tarmac - flight attendant said the engine was ""broken"" and we need to wait. No explanation. No air and then he wouldn't let anyone use the bathroom because we might take off. Then I asked female flight attendant if we could get off early because we might miss our connector. She said your sitting close enough someone will be there to help when we get off the flight. No one was there. The people of the desk were so mean. First they said we missed it then I said we still have 35 minutes and she said well customs closed it I was wrong. Then said we cant get back until the next day go see hotel desk. No one helped us we finally found someone and desk wasn't even marked. Never did we get an apology or any offer for financial reimbursement. ",,Business,Economy Class,Rome to Dublin,March 2024,1.0,1.0,,1.0,,,1.0,no
Aer Lingus,1,"""Worst customer service""",10th March 2024,True, Emailed schedule change but no details. Waited 3 days - nothing. Phoned CS - no idea what was about - will let us know promptly (within a week?). Anxiety sky high. No communication. Phoned again - cheerfully told they had cancelled our inbound flight but that we could get a refund - but only for that flight as outbound still flying!? Just unbelievable. Of course we had accommodation car hire etc booked. Asked re alternatives. Not to worry was told Aer Lingus will ensure we can get an equivalent flight - no problem. Only there was as no flight possible on that date. Was offered similar on next day. Told that Aer Lingus would reimburse us for any additional costs. Said would phone back next day to give time to discuss. Didn’t. I phoned them again. Was told by different person would be reimbursed for costs. No alternative but to book. Asked for confirmation that they would pay additional costs - claimed they were unable to do so as no outgoing mail allowed. Had to redo accommodation (move for one night ): car hire: insurance etc. A lot of hassle. Return a nightmare. Given wrong seats at Check in Orlando. Had to change at gate - tried to give us economy seats instead of Business then did issue Business but not in our names! Had to go back to sort out! No priority for embarking - had to complain -twice - before they would let us on. Shambles. On return submitted extremely modest claim - even ate in the Hotel buffet where they give 25% discount for seniors - which was immediately rejected. They say they have no obligation towards us as they gave us sufficient notification of cancellation. I have been fighting this since but am getting nowhere. They are not affiliated to any ADR so you are basically on your own. Worst customer service - absolute misnomer - ever. They lie and deny. If you have another option take it. I have had to give an overall rating of 1 but it would be minus for all the anxiety and upset they have caused,,Couple Leisure,Business Class,Orlando to Edinburgh via Dublin,December 2023,1.0,1.0,1.0,1.0,1.0,,1.0,no
Aer Lingus,1,“Incredibly poor customer service”,29th February 2024,False," Customer service? They don't know the meaning of customer service. Literally pulling my hair out trying to even talk to them. They’re a shambles, don't have a clue what there doing and don't care for their customers at all. Cancelled our flight (which was pre booked 9 months in advance) they cancelled it with less than 12 hours notice and this flight was very important to us as we had paid for a very expensive 60th birthday party for my mother which cost over £3000. Hence why the flights were booked 9 months in advance. However Aer Lingus cancelled them not even 12 hours before we were due to fly. They refused a refund at first. Refused to compensate anything at all. Told me they couldn't pay for any hotel expenses etc (when they can as they refunded a friend of mine for her hotel) so shows they don't stick to the rules and discrimination comes to mind as they pick and choose who they want to refund. In the end after more than a month later and endless amounts of emails and I even wrote to them in person and paid £10 to send everything by air mail from England to Dublin. They still haven't provided the refund apart from £26 for extra baggage we paid for. Said the other £216 is on its way, still not received more than a month and still arguing with them over it. We had to pay an extra £700 for alternative flights due to Aer Lingus behaviour. We didn't get an apology or refund or nothing back. They cost us a lot of money. I would not recommend them to anyone and I will never ever use Aer Lingus to fly again. And we are regular travellers who fly every couple of months and always at least 4 of us. Sometimes groups of 10 of us. So they have lost a lot of loyal and genuine customers being my whole family just because they could not acknowledge what they did wrong or even provide a refund for our cancelled flight. Incredibly poor customer service. Also a complete lack of empathy from their staff as to my situation, it clearly just shows the contempt that Aer Lingus have for their customers. Stay well away.",,Family Leisure,Economy Class,Belfast to Southampton,January 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,1,“they do not value their customers”,28th February 2024,True,"In September 2023, I faced a situation with Aer Lingus that I feel compelled to share, as a stark warning to others considering this airline for their travels. After circumstances beyond my control forced me to cancel a flight I had booked, which cost me over 700 Euro, I was plunged into a customer service nightmare that left me feeling cheated and disrespected. Upon contacting Aer Lingus to discuss my options, I was informed that I would only be eligible for a refund of the taxes, amounting to a paltry 50 Euro. This was a shock to me, given the significant amount I had paid. Seeking a more reasonable solution, I requested a voucher for the full value of the ticket, hoping for some flexibility given the unforeseen nature of my cancellation. However, this request was met with an unwavering refusal, accompanied by a cold explanation that it was “too late” for such considerations. The interaction with Aer Lingus’ customer service was not only unhelpful but also distinctly unkind. At no point did I feel heard or understood; instead, I was left feeling like a mere statistic in their booking system, devoid of any human empathy or understanding. The rigidity and lack of accommodation displayed by Aer Lingus have convinced me that they do not value their customers or consider the complexities of real-life situations that may affect one’s travel plans. This experience has been deeply upsetting, not just because of the financial loss, which is significant, but also because of the realization that Aer Lingus is not an airline you can trust to treat you with fairness or compassion. Their unwillingness to provide reasonable solutions or exhibit a basic level of customer service decency is alarming. I urge anyone considering flying with Aer Lingus to think twice. There are numerous airlines out there that value their customers and understand the importance of flexible policies and compassionate service. Unfortunately, based on my experience, Aer Lingus is not among them. This is not just about the money lost but about the principle of treating customers with respect and understanding, qualities Aer Lingus has demonstrated they sorely lack.",,Solo Leisure,Economy Class,Boston to Vienna via Dublin,September 2023,1.0,1.0,,1.0,,,1.0,no
Aer Lingus,3,“provides a low-cost experience”,27th February 2024,True,"Not only specific to my most recent flight but the general experience, and degradation thereof, of Aer Lingus. An airline that charges premium / luxury fare but then provides a low-cost experience, sometimes even worse. From the ""lounges"" on offer at their various locations and lacking in options, to the lack of any type of useful customers support over the phone and online. This is an airline that doesn't know whether its coming or going. The one saving grace I would say is staff on location are by and large very helpful and supportive.",,Family Leisure,Economy Class,Leeds to Dublin ,February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,7,"""Totally unexceptional experience""",29th January 2024,False," Totally unexceptional experience on our return journeys. On time flights, slow check-in especially in Geneva. Boarding was fairly slow. Seating was satisfactory. Flight attendants & trolley service were fine. Baggage delivery was punctual & all arrived safely",A320,Couple Leisure,Economy Class,Dublin to Geneva,January 2024,1.0,1.0,1.0,1.0,,,1.0,yes
Aer Lingus,1,"""lost a long time customer today""",28th January 2024,True," Disgusting service from start to finish, treated like an a piece of garbage at the gate for their mistake of not printing priority boarding on my boarding pass. And then told it was not their fault. Well, then whose is it? Also purchased Heathrow Express tickets through them and never received them, they blamed it on Heathrow Express and I was told to ring them. I will never fly this airline again, complete buffoonery and third rate service since pandemic. You lost a long time customer today.",,Couple Leisure,Economy Class,Dublin to Heathrow,January 2024,1.0,,,1.0,,,1.0,no
Aer Lingus,6,"""Cabin crew were very friendly""",30th December 2023,True,Disgraceful experience in Munich. Only one person at the desk and there was a huge line people waiting to check in bags. And at the last half and hour another person came and we went to her and done everything but there were queues at security and if that wasn’t enough the boarding pass didn’t scan at security so I had to wait to get my boarding pass back. But onboard it was a great experience. Cabin crew were very friendly. And even during turbulence the pilot was talking on the intercom to say it’s fine. And on Lufthansa that I just flew water was free on Lufthansa but on Aer Lingus you had to pay three euro and they are not supposed to be a budget airline but one thing that was great at the airport was that they waited for everyone.,A320-214,Family Leisure,Economy Class,Munich to Dublin,December 2023,1.0,1.0,1.0,1.0,,,1.0,no
Aer Lingus,1,"""aircraft that is in horrific condition""",22nd December 2023,True," Flew on EI-EIL, an old aircraft that is in horrific condition. Seats broken, inflight entertainment broken, no Wi-Fi, no charging facilities. Aircraft shouldn’t be in operation.",A330-300,Family Leisure,Economy Class,Dublin to Orlando,December 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Aer Lingus,1,"""doesn't care about clients""",21st December 2023,True," My girlfriend and I had a 9 hours flight without TV and WiFi. The food on board was ok with the meal they served but after the meal you can order only crisps, for 9 hours. Insane that they pretend you should have only a meal and crisps, if you want a sandwich you can get after 6 hours. The cabin crew was ok, on board nothing works. Looks like Aer Lingus doesn't care about clients.",300/330,Couple Leisure,Economy Class,Dublin to Miami,December 2023,1.0,1.0,1.0,1.0,,,1.0,no
Aer Lingus,6,“cabin crew exceeded all expectations”,9th December 2023,False,"The check-in staff at Manchester gave me incorrect information regarding my baggage. I was told it had been checked-in to Phoenix but that it was necessary for me to retrieve it in Chicago and place it on another conveyor belt. This was NOT true. My baggage went directly to Phoenix, but it caused me a lot of unnecessary anxiety. Having said that, the cabin crew exceeded all expectations. They were the friendliest, kindest and most helpful cabin crew I have ever flown with. This makes a huge difference. Thank you Aer Lingus.",,Solo Leisure,Economy Class,Dublin to Phoenix via Chicago,December 2023,1.0,1.0,1.0,1.0,,1.0,1.0,yes
Aer Lingus,1,"""worst airline I have flown on""",6th December 2023,True," Aer Lingus is the worst airline I have flown on. They cancelled a flight to Manchester at midnight and abandoned more than 140 passengers at Barbados airport with no help to find transport or hotel rooms. There were no Aer Lingus staff on the ground and the flight crew and Captain vanished and went to a nearby hotel. The same thing happened the following night when the second flight was cancelled at 10pm. The passengers were treated with contempt. Since then it has been impossible to get any help. The overseas Contact Centre is diabolical. They say they are unable to handle complaints and can't contact anyone senior at Aer Lingus or even the Customer Relations team because they ""have no phone numbers for them,"" This airline gives a bad name to the whole industry and is a disgrace to Ireland as a country.",,Couple Leisure,Economy Class,Barbados to Manchester,December 2023,1.0,1.0,1.0,1.0,,,1.0,no
Aer Lingus,2,"""To say it was rude was an understatement""",14th November 2023,True,"BHX-BHD-BHX (7 Oct - 9 Oct) Check-in counter at Birmingham Airport was quite friendly and jolly and appeared happy to speak to customers. My luggage including my friend’s were lumped into one since I had a 23kg baggage allowance. Flying back from Belfast to Birmingham on EI3646 on the 9th of October, however was the complete opposite. This review is not entirely about the baggage but the appalling attitude of the woman behind the check-in desk. I have now flown over 59 airlines in total from 5 star airlines to 2 stars and over a hundred airports around the world from a small airport in Dunedin in New Zealand to the likes of Heathrow and Changi in Singapore, but the attitude of the check-in agent for Aer Lingus at BHD is something that I haven’t encountered anywhere. I’m also a BA Silver Executive Club member (nearly gold now). To say it was rude was an understatement. She treated us like we haven’t flown before. My mate and I were trying to explain that at BHX, they’d let us combine our check-in baggage, but this woman won’t let us and she was argumentative. It looked like her other colleague felt embarrassed in her behalf. She was not a good representative of the airline. It added to our frustration that the flights were delayed out of Belfast. I was lucky that I have got a Dragon Pass Premier and able to use the lounge.",,Business,Economy Class,Belfast to Birmingham,October 2023,1.0,1.0,,1.0,,,1.0,no
Aer Lingus,1,“The airline is absolutely terrible”,30th October 2023,True,"The airline is absolutely terrible. Our flight was canceled because the engine was broken and we were given no other option than to fly into a different city and take busses. Everyone was rude and we were treated very poorly. The planes were disgusting, the food wasn't edible, the seats were tiny, the planes are clearly not well maintained and everything was broken. I know the flights are cheap, but you may be taking a bus and traveling overnight unexpectedly. I suggest paying a little more to not have to be treated like a ticket instead of a person.",,Couple Leisure,Economy Class,Dublin to Philadelphia ,October 2023,1.0,1.0,1.0,1.0,1.0,,1.0,no
Aer Lingus,9,"""Excellent service from the cabin crew""",19th October 2023,False, Flew Manchester/Belfast/Manchester. Both flights were on time and indeed early. Excellent service from the cabin crew for such a short flight. Drinks available both ways. Smooth disembarkation.,ATR72,Solo Leisure,Economy Class,Manchester to Belfast,October 2023,1.0,1.0,1.0,1.0,,,1.0,yes
Aer Lingus,1,"""don't check any bags""",3rd October 2023,True," The service onboard and the flights themselves were ok, but the circus before and after were criminal. Returning from Manchester started with confusion and delay. Granted, some of it could be attributed to the airport but the delay and luggage problems were all Aer Lingus. Dublin was another big delay which was good otherwise we would have missed our flight. Arriving in Chicago we waited for our luggage only to find that 4 pieces had not arrived. There was no one to there to talk to and just a sign with a website for instructions. The next 10 days and hours and hours on the phone were excruciating as our next assignment was fast approaching. We had to replace many of the tools of our trade. Then when we sought refunds for the things we needed replaced and had no assurance of ever seeing before we left. Their system was so broken down that even though I sent all the needed documentation, they refunded only a portion of what they premised. If you are going to fly Aer Lingus, don't check any bags.",,Business,Economy Class,Manchester to Chicago via Dublin,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
